sku,link_type,linked_skus
DRX-HL-VAS-007,related,"DRX-HL-VAS-GEOMETRI,DRX-HL-VAS-TALL-CYL,DRX-HL-VAS-005"
DRX-HL-VAS-007,upsell,"DRX-HL-VAS-001,DRX-HL-VAS-MINI"
DRX-HL-VAS-007,crosssell,"DRX-HL-CT-GLASS-TO,DRX-HL-MIR-ROUND-BL"
DRX-HL-MIR-004,related,"DRX-HL-MIR-HEXAGONA,DRX-HL-MIR-CONVEX,DRX-HL-MIR-ROUND-BR"
DRX-HL-MIR-004,upsell,"DRX-HL-MIR-002,DRX-HL-MIR-TABLETOP"
DRX-HL-MIR-004,crosssell,"DRX-HL-WAR-001,DRX-HL-WA-003"
DRX-HL-MIR-005,related,"DRX-HL-MIR-SUNBURST,DRX-HL-MIR-FULL-LEN,DRX-HL-MIR-CLUSTER-"
DRX-HL-MIR-005,upsell,"DRX-HL-MIR-FULL-LEN,DRX-HL-MIR-FRAMELES"
DRX-HL-MIR-005,crosssell,"DRX-HL-WAR-WHITE-LA,DRX-HL-WAR-MID-CENT"
DRX-HL-WA-004,related,"DRX-HL-WA-MOUNTAIN,DRX-HL-WA-JAPANESE,DRX-HL-WA-001"
DRX-HL-WA-004,upsell,"DRX-HL-WA-COASTAL,DRX-HL-WA-005"
DRX-HL-WA-004,crosssell,"DRX-HL-SOFA-MID-CENT,DRX-HL-MIR-002"
DRX-HL-WA-005,related,"DRX-HL-WA-COASTAL,DRX-HL-WA-006,DRX-HL-WA-MAP"
DRX-HL-WA-005,upsell,"DRX-HL-WA-PHOTOGRA,DRX-HL-WA-COASTAL"
DRX-HL-WA-005,crosssell,"DRX-HL-SOFA-BOUCLE-M,DRX-HL-BED-SLEIGH"
DRX-HL-WA-006,related,"DRX-HL-WA-MODERNIS,DRX-HL-WA-001,DRX-HL-WA-002"
DRX-HL-WA-006,upsell,DRX-HL-WA-PHOTOGRA
DRX-HL-WA-006,crosssell,"DRX-HL-VAS-TWISTED,DRX-HL-SOFA-ENGLISH-"
DRX-HL-VAS-008,related,"DRX-HL-VAS-004,DRX-HL-VAS-002,DRX-HL-VAS-SPECKLED"
DRX-HL-VAS-008,upsell,"DRX-HL-VAS-SMOKE-GL,DRX-HL-VAS-GLASS-TA"
DRX-HL-VAS-008,crosssell,"DRX-HL-WA-PHOTOGRA,DRX-HL-MIR-SUNBURST"
DRX-HL-OL-005,related,"DRX-HL-OL-WALL-SCO,DRX-HL-OL-PENDANT,DRX-HL-OL-PATH-LIG"
DRX-HL-OL-005,upsell,"DRX-HL-OL-STEP-LIG,DRX-HL-OL-006"
DRX-HL-OL-005,crosssell,"DRX-HL-OUT-GAR,DRX-HL-OG-003"
DRX-HL-OL-006,related,"DRX-HL-OL-FLOOR,DRX-HL-OL-001,DRX-HL-OL-PILLAR"
DRX-HL-OL-006,upsell,"DRX-HL-OL-SPOTLIGH,DRX-HL-OL-007"
DRX-HL-OL-006,crosssell,"DRX-HL-OG-BENCH,DRX-HL-OG-008"
DRX-HL-OL-007,related,"DRX-HL-OL-FLOOR,DRX-HL-OL-002,DRX-HL-OL-SPOTLIGH"
DRX-HL-OL-007,upsell,"DRX-HL-OL-PILLAR,DRX-HL-OL-SPOTLIGH"
DRX-HL-OL-007,crosssell,"DRX-HL-OG-007,DRX-HL-OG-001"
DRX-HL-OG-004,related,"DRX-HL-OG-DINING-S,DRX-HL-OG-BISTRO-S,DRX-HL-OG-002"
DRX-HL-OG-004,upsell,"DRX-HL-OG-005,DRX-HL-OG-FOOTSTOO"
DRX-HL-OG-004,crosssell,"DRX-HL-OL-008,DRX-HL-VAS-GEOMETRI"
DRX-HL-OG-005,related,"DRX-HL-OG-008,DRX-HL-OG-BENCH,DRX-HL-OG-LOUNGER"
DRX-HL-OG-005,upsell,"DRX-HL-OG-SUNBED,DRX-HL-OG-STOOL"
DRX-HL-OG-005,crosssell,"DRX-HL-VAS-MINI,DRX-HL-OL-008"
DRX-HL-OG-006,related,"DRX-HL-OG-007,DRX-HL-OG-LOUNGER,DRX-HL-OG-004"
DRX-HL-OG-006,upsell,"DRX-HL-OG-001,DRX-HL-OG-004"
DRX-HL-OG-006,crosssell,"DRX-HL-OL-FLOOR,DRX-HL-VAS-GEOMETRI"
DRX-HL-OG-007,related,"DRX-HL-OG-FOOTSTOO,DRX-HL-OG-SIDE-TAB,DRX-HL-OG-STOOL"
DRX-HL-OG-007,upsell,"DRX-HL-OG-SUNBED,DRX-HL-OG-HANGING-"
DRX-HL-OG-007,crosssell,"DRX-HL-VAS-TWISTED,DRX-HL-OL-STRING"
DRX-HL-OG-008,related,"DRX-HL-OG-001,DRX-HL-OG-LOUNGER,DRX-HL-OG-DINING-S"
DRX-HL-OG-008,upsell,"DRX-HL-OG-STOOL,DRX-HL-OG-FOOTSTOO"
DRX-HL-OG-008,crosssell,"DRX-HL-VAS-GEOMETRI,DRX-HL-OL-003"
DRX-HL-OL-008,related,"DRX-HL-OL-STEP-LIG,DRX-HL-OL-PENDANT,DRX-HL-OL-SPOTLIGH"
DRX-HL-OL-008,upsell,"DRX-HL-OL-001,DRX-HL-OL-WALL-SCO"
DRX-HL-OL-008,crosssell,"DRX-HL-OG-COFFEE-T,DRX-HL-OG-LOUNGER"
DRX-HL-PL-008,related,"DRX-HL-PL-001,DRX-HL-PL-CLUSTER,DRX-HL-PL-PAPER-LA"
DRX-HL-PL-008,upsell,"DRX-HL-PL-DRUM,DRX-HL-PL-CONE"
DRX-HL-PL-008,crosssell,"DRX-HL-SOFA-SLEEPER,DRX-HL-SOFA-HEL"
DRX-HL-FL-008,related,"DRX-HL-FL-MULTI-AR,DRX-HL-FL-READING,DRX-HL-FL-005"
DRX-HL-FL-008,upsell,"DRX-HL-FL-CONE-SHA,DRX-HL-FL-DRUM-SHA"
DRX-HL-FL-008,crosssell,"DRX-HL-WA-PRT,DRX-HL-SOFA-COMPACT-"
DRX-HL-TL-007,related,"DRX-HL-TL-CORDLESS,DRX-HL-TL-METAL-ST,DRX-HL-TL-MARBLE"
DRX-HL-TL-007,upsell,"DRX-HL-TL-INDUSTRI,DRX-HL-TL-BANKER"
DRX-HL-TL-007,crosssell,"DRX-HL-VAS-SQUAT,DRX-HL-VAS-007"
DRX-HL-DC-009,related,"DRX-HL-DC-CROSS-BA,DRX-HL-DC-008,DRX-HL-DC-006"
DRX-HL-DC-009,upsell,DRX-HL-DC-INDUSTRI
DRX-HL-DC-009,crosssell,"DRX-HL-DT-MINIMALI,DRX-HL-VAS-GEOMETRI"
DRX-HL-SOFA-003,related,"DRX-HL-SOFA-CAMELBAC,DRX-HL-SOFA-OSL,DRX-HL-SOFA-SLEEPER"
DRX-HL-SOFA-003,upsell,"DRX-HL-SOFA-MID-CENT,DRX-HL-SOFA-BOUCLE-M"
DRX-HL-SOFA-003,crosssell,"DRX-HL-CT-004,DRX-HL-WA-004"
DRX-HL-CT-010,related,"DRX-HL-CT-ROUND-PE,DRX-HL-CT-004,DRX-HL-CT-NESTING"
DRX-HL-CT-010,upsell,"DRX-HL-CT-DRUM,DRX-HL-CT-HAIRPIN"
DRX-HL-CT-010,crosssell,"DRX-HL-LC-READING,DRX-HL-VAS-004"
DRX-HL-NS-009,related,"DRX-HL-NS-006,DRX-HL-NS-INDUSTRI,DRX-HL-NS-MINIMALI"
DRX-HL-NS-009,upsell,"DRX-HL-NS-FLOATING,DRX-HL-NS-MODERN-B"
DRX-HL-NS-009,crosssell,"DRX-HL-BED-LOW-PLAT,DRX-HL-TL-MARBLE"
DRX-HL-VAS-009,related,"DRX-HL-VAS-HAND-THR,DRX-HL-VAS-008,DRX-HL-VAS-BOTTLE-N"
DRX-HL-VAS-009,upsell,DRX-HL-VAS-SMOKE-GL
DRX-HL-VAS-009,crosssell,"DRX-HL-CT-005,DRX-HL-MIR-FULL-LEN"
DRX-HL-SOFA-HEL,related,"DRX-HL-SOFA-COMPACT-,DRX-HL-SOFA-ENGLISH-,DRX-HL-SOFA-CHESTERF"
DRX-HL-SOFA-HEL,upsell,"DRX-HL-SOFA-001,DRX-HL-SOFA-002"
DRX-HL-SOFA-HEL,crosssell,"DRX-HL-LC-WISHBONE,DRX-HL-FL-DRUM-SHA"
DRX-HL-SOFA-OSL,related,"DRX-HL-SOFA-CHESTERF,DRX-HL-SOFA-MODULAR-,DRX-HL-SOFA-SLEEPER"
DRX-HL-SOFA-OSL,upsell,"DRX-HL-SOFA-BOUCLE-M,DRX-HL-SOFA-CABRIOLE"
DRX-HL-SOFA-OSL,crosssell,"DRX-HL-WA-SINGLE-B,DRX-HL-FL-005"
DRX-HL-LC-AAR,related,"DRX-HL-LC-ACCENT,DRX-HL-LC-BARREL,DRX-HL-LC-004"
DRX-HL-LC-AAR,upsell,"DRX-HL-LC-PAPASAN,DRX-HL-LC-SAUCER"
DRX-HL-LC-AAR,crosssell,"DRX-HL-CT-INDUSTRI,DRX-HL-CT-NESTING"
DRX-HL-DC-CHA,related,"DRX-HL-DC-005,DRX-HL-DC-002,DRX-HL-DC-FAN-BACK"
DRX-HL-DC-CHA,upsell,"DRX-HL-DC-WISHBONE-2,DRX-HL-DC-TULIP"
DRX-HL-DC-CHA,crosssell,"DRX-HL-VAS-008,DRX-HL-PL-DRUM"
DRX-HL-WA-PRT,related,"DRX-HL-WA-004,DRX-HL-WA-006,DRX-HL-WA-002"
DRX-HL-WA-PRT,upsell,"DRX-HL-WA-MAP,DRX-HL-WA-COASTAL"
DRX-HL-WA-PRT,crosssell,"DRX-HL-BED-SLEIGH,DRX-HL-BED-STORAGE"
DRX-HL-OUT-GAR,related,"DRX-HL-OG-STOOL,DRX-HL-OG-BENCH,DRX-HL-OG-005"
DRX-HL-OUT-GAR,upsell,"DRX-HL-OG-SUNBED,DRX-HL-OG-HANGING-"
DRX-HL-OUT-GAR,crosssell,"DRX-HL-OL-SPOTLIGH,DRX-HL-VAS-004"
DRX-HL-SOFA-CHESTERF,related,"DRX-HL-SOFA-MODULAR-,DRX-HL-SOFA-DEEP-CON,DRX-HL-SOFA-HEL"
DRX-HL-SOFA-CHESTERF,upsell,"DRX-HL-SOFA-CABRIOLE,DRX-HL-SOFA-LOVESEAT"
DRX-HL-SOFA-CHESTERF,crosssell,"DRX-HL-LC-SAUCER,DRX-HL-CT-006"
DRX-HL-SOFA-MODULAR-,related,"DRX-HL-SOFA-003,DRX-HL-SOFA-SLEEPER,DRX-HL-SOFA-DEEP-CON"
DRX-HL-SOFA-MODULAR-,upsell,"DRX-HL-SOFA-002,DRX-HL-SOFA-CABRIOLE"
DRX-HL-SOFA-MODULAR-,crosssell,"DRX-HL-WA-003,DRX-HL-CT-GLASS-TO"
DRX-HL-SOFA-SLEEPER,related,"DRX-HL-SOFA-001,DRX-HL-SOFA-MODULAR-,DRX-HL-SOFA-CHESTERF"
DRX-HL-SOFA-SLEEPER,upsell,"DRX-HL-SOFA-MID-CENT,DRX-HL-SOFA-BOUCLE-M"
DRX-HL-SOFA-SLEEPER,crosssell,"DRX-HL-FL-004,DRX-HL-LC-AAR"
DRX-HL-SOFA-LOVESEAT,related,"DRX-HL-SOFA-001,DRX-HL-SOFA-MODULAR-,DRX-HL-SOFA-TUXEDO"
DRX-HL-SOFA-LOVESEAT,upsell,"DRX-HL-SOFA-CABRIOLE,DRX-HL-SOFA-MID-CENT"
DRX-HL-SOFA-LOVESEAT,crosssell,"DRX-HL-FL-DRUM-SHA,DRX-HL-WA-003"
DRX-HL-SOFA-CURVED,related,"DRX-HL-SOFA-002,DRX-HL-SOFA-001,DRX-HL-SOFA-003"
DRX-HL-SOFA-CURVED,upsell,"DRX-HL-SOFA-BOUCLE-M,DRX-HL-SOFA-CABRIOLE"
DRX-HL-SOFA-CURVED,crosssell,"DRX-HL-LC-EGG,DRX-HL-CT-ROUND-PE"
DRX-HL-SOFA-BOUCLE-M,related,"DRX-HL-SOFA-CURVED,DRX-HL-SOFA-001,DRX-HL-SOFA-MID-CENT"
DRX-HL-SOFA-BOUCLE-M,upsell,"DRX-HL-SOFA-MID-CENT,DRX-HL-SOFA-CABRIOLE"
DRX-HL-SOFA-BOUCLE-M,crosssell,"DRX-HL-WA-PRT,DRX-HL-FL-TRIPOD"
DRX-HL-SOFA-MID-CENT,related,"DRX-HL-SOFA-LAWSON,DRX-HL-SOFA-CABRIOLE,DRX-HL-SOFA-BOUCLE-M"
DRX-HL-SOFA-MID-CENT,crosssell,"DRX-HL-WA-TYPOGRAP,DRX-HL-FL-INDUSTRI"
DRX-HL-SOFA-DEEP-CON,related,"DRX-HL-SOFA-MODULAR-,DRX-HL-SOFA-HEL,DRX-HL-SOFA-ENGLISH-"
DRX-HL-SOFA-DEEP-CON,upsell,"DRX-HL-SOFA-CAMELBAC,DRX-HL-SOFA-LOVESEAT"
DRX-HL-SOFA-DEEP-CON,crosssell,"DRX-HL-LC-RECLINER,DRX-HL-LC-READING"
DRX-HL-SOFA-COMPACT-,related,"DRX-HL-SOFA-HEL,DRX-HL-SOFA-OSL,DRX-HL-SOFA-ENGLISH-"
DRX-HL-SOFA-COMPACT-,upsell,"DRX-HL-SOFA-002,DRX-HL-SOFA-TRACK-AR"
DRX-HL-SOFA-COMPACT-,crosssell,"DRX-HL-CT-010,DRX-HL-LC-002"
DRX-HL-SOFA-TUXEDO,related,"DRX-HL-SOFA-001,DRX-HL-SOFA-SLEEPER,DRX-HL-SOFA-LOVESEAT"
DRX-HL-SOFA-TUXEDO,upsell,"DRX-HL-SOFA-MID-CENT,DRX-HL-SOFA-BOUCLE-M"
DRX-HL-SOFA-TUXEDO,crosssell,"DRX-HL-CT-005,DRX-HL-LC-EAMES-ST"
DRX-HL-SOFA-CAMELBAC,related,"DRX-HL-SOFA-MODULAR-,DRX-HL-SOFA-LAWSON,DRX-HL-SOFA-CURVED"
DRX-HL-SOFA-CAMELBAC,upsell,"DRX-HL-SOFA-CABRIOLE,DRX-HL-SOFA-MID-CENT"
DRX-HL-SOFA-CAMELBAC,crosssell,"DRX-HL-LC-READING,DRX-HL-WA-TYPOGRAP"
DRX-HL-SOFA-LAWSON,related,"DRX-HL-SOFA-SLEEPER,DRX-HL-SOFA-BOUCLE-M,DRX-HL-SOFA-002"
DRX-HL-SOFA-LAWSON,upsell,"DRX-HL-SOFA-CABRIOLE,DRX-HL-SOFA-CURVED"
DRX-HL-SOFA-LAWSON,crosssell,"DRX-HL-CT-INDUSTRI,DRX-HL-LC-SWIVEL"
DRX-HL-SOFA-TRACK-AR,related,"DRX-HL-SOFA-LOVESEAT,DRX-HL-SOFA-002,DRX-HL-SOFA-001"
DRX-HL-SOFA-TRACK-AR,upsell,"DRX-HL-SOFA-BOUCLE-M,DRX-HL-SOFA-CABRIOLE"
DRX-HL-SOFA-TRACK-AR,crosssell,"DRX-HL-WA-JAPANESE,DRX-HL-WA-MAP"
DRX-HL-SOFA-CABRIOLE,related,"DRX-HL-SOFA-BOUCLE-M,DRX-HL-SOFA-MID-CENT,DRX-HL-SOFA-002"
DRX-HL-SOFA-CABRIOLE,upsell,DRX-HL-SOFA-MID-CENT
DRX-HL-SOFA-CABRIOLE,crosssell,"DRX-HL-LC-EGG,DRX-HL-FL-DRUM-SHA"
DRX-HL-SOFA-ENGLISH-,related,"DRX-HL-SOFA-MODULAR-,DRX-HL-SOFA-DEEP-CON,DRX-HL-SOFA-CHESTERF"
DRX-HL-SOFA-ENGLISH-,upsell,"DRX-HL-SOFA-003,DRX-HL-SOFA-BOUCLE-M"
DRX-HL-SOFA-ENGLISH-,crosssell,"DRX-HL-CT-006,DRX-HL-FL-PLISS"
DRX-HL-LC-WINGBACK,related,"DRX-HL-LC-BARREL,DRX-HL-LC-TUB-CHAI,DRX-HL-LC-002"
DRX-HL-LC-WINGBACK,upsell,"DRX-HL-LC-RECLINER,DRX-HL-LC-PAPASAN"
DRX-HL-LC-WINGBACK,crosssell,"DRX-HL-SOFA-COMPACT-,DRX-HL-SOFA-CAMELBAC"
DRX-HL-LC-TUB-CHAI,related,"DRX-HL-LC-002,DRX-HL-LC-WINGBACK,DRX-HL-LC-COCOON"
DRX-HL-LC-TUB-CHAI,upsell,"DRX-HL-LC-WISHBONE,DRX-HL-LC-EAMES-ST"
DRX-HL-LC-TUB-CHAI,crosssell,"DRX-HL-SOFA-MODULAR-,DRX-HL-VAS-GEOMETRI"
DRX-HL-LC-SLIPPER,related,"DRX-HL-LC-TUB-CHAI,DRX-HL-LC-AAR,DRX-HL-LC-ACCENT"
DRX-HL-LC-SLIPPER,upsell,"DRX-HL-LC-PAPASAN,DRX-HL-LC-BERGERE"
DRX-HL-LC-SLIPPER,crosssell,"DRX-HL-SOFA-001,DRX-HL-VAS-005"
DRX-HL-LC-RECLINER,related,"DRX-HL-LC-SAUCER,DRX-HL-LC-SLIPPER,DRX-HL-LC-BERGERE"
DRX-HL-LC-RECLINER,upsell,DRX-HL-LC-PAPASAN
DRX-HL-LC-RECLINER,crosssell,"DRX-HL-CT-001,DRX-HL-VAS-003"
DRX-HL-LC-WISHBONE,related,"DRX-HL-LC-SWIVEL,DRX-HL-LC-BERGERE,DRX-HL-LC-TULIP"
DRX-HL-LC-WISHBONE,upsell,"DRX-HL-LC-TULIP,DRX-HL-LC-PAPASAN"
DRX-HL-LC-WISHBONE,crosssell,"DRX-HL-VAS-BOTTLE-N,DRX-HL-SOFA-BOUCLE-M"
DRX-HL-LC-EAMES-ST,related,"DRX-HL-LC-RECLINER,DRX-HL-LC-SWIVEL,DRX-HL-LC-TULIP"
DRX-HL-LC-EAMES-ST,upsell,"DRX-HL-LC-PAPASAN,DRX-HL-LC-TULIP"
DRX-HL-LC-EAMES-ST,crosssell,"DRX-HL-VAS-002,DRX-HL-FL-INDUSTRI"
DRX-HL-LC-PAPASAN,related,"DRX-HL-LC-BERGERE,DRX-HL-LC-WISHBONE,DRX-HL-LC-SAUCER"
DRX-HL-LC-PAPASAN,crosssell,"DRX-HL-SOFA-CURVED,DRX-HL-VAS-SPECKLED"
DRX-HL-LC-BARREL,related,"DRX-HL-LC-ACCENT,DRX-HL-LC-002,DRX-HL-LC-003"
DRX-HL-LC-BARREL,upsell,"DRX-HL-LC-EAMES-ST,DRX-HL-LC-BERGERE"
DRX-HL-LC-BARREL,crosssell,"DRX-HL-SOFA-HEL,DRX-HL-VAS-GEOMETRI"
DRX-HL-LC-ACCENT,related,"DRX-HL-LC-002,DRX-HL-LC-AAR,DRX-HL-LC-WINGBACK"
DRX-HL-LC-ACCENT,upsell,"DRX-HL-LC-TULIP,DRX-HL-LC-WISHBONE"
DRX-HL-LC-ACCENT,crosssell,"DRX-HL-CT-HAIRPIN,DRX-HL-VAS-GEOMETRI"
DRX-HL-LC-READING,related,"DRX-HL-LC-BARREL,DRX-HL-LC-004,DRX-HL-LC-003"
DRX-HL-LC-READING,upsell,"DRX-HL-LC-EAMES-ST,DRX-HL-LC-TULIP"
DRX-HL-LC-READING,crosssell,"DRX-HL-CT-001,DRX-HL-CT-INDUSTRI"
DRX-HL-LC-SWIVEL,related,"DRX-HL-LC-004,DRX-HL-LC-WISHBONE,DRX-HL-LC-RECLINER"
DRX-HL-LC-SWIVEL,upsell,"DRX-HL-LC-TULIP,DRX-HL-LC-PAPASAN"
DRX-HL-LC-SWIVEL,crosssell,"DRX-HL-FL-INDUSTRI,DRX-HL-VAS-SPECKLED"
DRX-HL-LC-SAUCER,related,"DRX-HL-LC-SLIPPER,DRX-HL-LC-SWIVEL,DRX-HL-LC-RECLINER"
DRX-HL-LC-SAUCER,upsell,"DRX-HL-LC-TULIP,DRX-HL-LC-EAMES-ST"
DRX-HL-LC-SAUCER,crosssell,"DRX-HL-SOFA-CHESTERF,DRX-HL-CT-DRUM"
DRX-HL-LC-BERGERE,related,"DRX-HL-LC-PAPASAN,DRX-HL-LC-TULIP,DRX-HL-LC-SAUCER"
DRX-HL-LC-BERGERE,upsell,"DRX-HL-LC-EAMES-ST,DRX-HL-LC-TULIP"
DRX-HL-LC-BERGERE,crosssell,"DRX-HL-SOFA-BOUCLE-M,DRX-HL-FL-TORCHIER"
DRX-HL-LC-TULIP,related,"DRX-HL-LC-SAUCER,DRX-HL-LC-EAMES-ST,DRX-HL-LC-PAPASAN"
DRX-HL-LC-TULIP,upsell,DRX-HL-LC-PAPASAN
DRX-HL-LC-TULIP,crosssell,"DRX-HL-FL-TRIPOD,DRX-HL-CT-MARBLE"
DRX-HL-LC-EGG,related,"DRX-HL-LC-BARREL,DRX-HL-LC-TUB-CHAI,DRX-HL-LC-COCOON"
DRX-HL-LC-EGG,upsell,"DRX-HL-LC-PAPASAN,DRX-HL-LC-WISHBONE"
DRX-HL-LC-EGG,crosssell,"DRX-HL-FL-001,DRX-HL-CT-HAIRPIN"
DRX-HL-LC-COCOON,related,"DRX-HL-LC-WINGBACK,DRX-HL-LC-ACCENT,DRX-HL-LC-004"
DRX-HL-LC-COCOON,upsell,"DRX-HL-LC-BERGERE,DRX-HL-LC-EAMES-ST"
DRX-HL-LC-COCOON,crosssell,"DRX-HL-SOFA-002,DRX-HL-VAS-005"
DRX-HL-CT-ROUND-PE,related,"DRX-HL-CT-LIFT-TOP,DRX-HL-CT-008,DRX-HL-CT-STORAGE"
DRX-HL-CT-ROUND-PE,upsell,"DRX-HL-CT-GLASS-TO,DRX-HL-CT-MARBLE"
DRX-HL-CT-ROUND-PE,crosssell,"DRX-HL-VAS-002,DRX-HL-LC-WINGBACK"
DRX-HL-CT-LIFT-TOP,related,"DRX-HL-CT-LIVE-EDG,DRX-HL-CT-004,DRX-HL-CT-NESTING"
DRX-HL-CT-LIFT-TOP,upsell,"DRX-HL-CT-MARBLE,DRX-HL-CT-009"
DRX-HL-CT-LIFT-TOP,crosssell,"DRX-HL-VAS-SQUAT,DRX-HL-SOFA-CHESTERF"
DRX-HL-CT-NESTING,related,"DRX-HL-CT-010,DRX-HL-CT-GLASS-TO,DRX-HL-CT-LIFT-TOP"
DRX-HL-CT-NESTING,upsell,"DRX-HL-CT-HAIRPIN,DRX-HL-CT-MARBLE"
DRX-HL-CT-NESTING,crosssell,"DRX-HL-TL-004,DRX-HL-SOFA-OSL"
DRX-HL-CT-GLASS-TO,related,"DRX-HL-CT-007,DRX-HL-CT-010,DRX-HL-CT-DRUM"
DRX-HL-CT-GLASS-TO,upsell,DRX-HL-CT-HAIRPIN
DRX-HL-CT-GLASS-TO,crosssell,"DRX-HL-SOFA-DEEP-CON,DRX-HL-VAS-GEOMETRI"
DRX-HL-CT-DRUM,related,"DRX-HL-CT-007,DRX-HL-CT-GLASS-TO,DRX-HL-CT-009"
DRX-HL-CT-DRUM,upsell,"DRX-HL-CT-MARBLE,DRX-HL-CT-HAIRPIN"
DRX-HL-CT-DRUM,crosssell,"DRX-HL-VAS-SQUAT,DRX-HL-SOFA-ENGLISH-"
DRX-HL-CT-MARBLE,related,"DRX-HL-CT-009,DRX-HL-CT-GLASS-TO,DRX-HL-CT-DRUM"
DRX-HL-CT-MARBLE,upsell,DRX-HL-CT-HAIRPIN
DRX-HL-CT-MARBLE,crosssell,"DRX-HL-TL-BOUCLE-S,DRX-HL-VAS-BULBOUS"
DRX-HL-CT-HAIRPIN,related,"DRX-HL-CT-003,DRX-HL-CT-ROUND-PE,DRX-HL-CT-NESTING"
DRX-HL-CT-HAIRPIN,crosssell,"DRX-HL-VAS-001,DRX-HL-TL-003"
DRX-HL-CT-STORAGE,related,"DRX-HL-CT-ROUND-PE,DRX-HL-CT-001,DRX-HL-CT-LIVE-EDG"
DRX-HL-CT-STORAGE,upsell,"DRX-HL-CT-007,DRX-HL-CT-009"
DRX-HL-CT-STORAGE,crosssell,"DRX-HL-LC-BERGERE,DRX-HL-LC-EAMES-ST"
DRX-HL-CT-LIVE-EDG,related,"DRX-HL-CT-002,DRX-HL-CT-010,DRX-HL-CT-INDUSTRI"
DRX-HL-CT-LIVE-EDG,upsell,"DRX-HL-CT-HAIRPIN,DRX-HL-CT-007"
DRX-HL-CT-LIVE-EDG,crosssell,"DRX-HL-VAS-GEOMETRI,DRX-HL-LC-003"
DRX-HL-CT-INDUSTRI,related,"DRX-HL-CT-006,DRX-HL-CT-001,DRX-HL-CT-NESTING"
DRX-HL-CT-INDUSTRI,upsell,"DRX-HL-CT-MARBLE,DRX-HL-CT-DRUM"
DRX-HL-CT-INDUSTRI,crosssell,"DRX-HL-LC-TULIP,DRX-HL-VAS-006"
DRX-HL-BED-PLATFORM,related,"DRX-HL-BED-004,DRX-HL-BED-STORAGE,DRX-HL-BED-002"
DRX-HL-BED-PLATFORM,upsell,"DRX-HL-BED-4-POSTER,DRX-HL-BED-BOUCLE-U"
DRX-HL-BED-PLATFORM,crosssell,"DRX-HL-TL-INDUSTRI,DRX-HL-WA-MAP"
DRX-HL-BED-STORAGE,related,"DRX-HL-BED-003,DRX-HL-BED-SLEIGH,DRX-HL-BED-002"
DRX-HL-BED-STORAGE,upsell,"DRX-HL-BED-006,DRX-HL-BED-BOUCLE-U"
DRX-HL-BED-STORAGE,crosssell,"DRX-HL-TL-CERAMIC-,DRX-HL-WA-COASTAL"
DRX-HL-BED-CANOPY,related,"DRX-HL-BED-005,DRX-HL-BED-SLEIGH,DRX-HL-BED-STORAGE"
DRX-HL-BED-CANOPY,upsell,"DRX-HL-BED-BOUCLE-U,DRX-HL-BED-TRUNDLE"
DRX-HL-BED-CANOPY,crosssell,"DRX-HL-TL-BOUCLE-S,DRX-HL-WAR-GLASS-FR"
DRX-HL-BED-4-POSTER,related,"DRX-HL-BED-DAYBED,DRX-HL-BED-CANOPY,DRX-HL-BED-LOW-PLAT"
DRX-HL-BED-4-POSTER,upsell,"DRX-HL-BED-MURPHY,DRX-HL-BED-INDUSTRI"
DRX-HL-BED-4-POSTER,crosssell,"DRX-HL-WAR-BOHEMIAN,DRX-HL-WA-ABSTRACT"
DRX-HL-BED-LOW-PLAT,related,"DRX-HL-BED-006,DRX-HL-BED-005,DRX-HL-BED-BOUCLE-U"
DRX-HL-BED-LOW-PLAT,upsell,"DRX-HL-BED-MURPHY,DRX-HL-BED-INDUSTRI"
DRX-HL-BED-LOW-PLAT,crosssell,"DRX-HL-WAR-MINIMALI,DRX-HL-TL-ORIGAMI"
DRX-HL-BED-BOUCLE-U,related,"DRX-HL-BED-TRUNDLE,DRX-HL-BED-LOW-PLAT,DRX-HL-BED-INDUSTRI"
DRX-HL-BED-BOUCLE-U,upsell,"DRX-HL-BED-INDUSTRI,DRX-HL-BED-MURPHY"
DRX-HL-BED-BOUCLE-U,crosssell,"DRX-HL-TL-METAL-ST,DRX-HL-WA-002"
DRX-HL-BED-INDUSTRI,related,"DRX-HL-BED-LOW-PLAT,DRX-HL-BED-MURPHY,DRX-HL-BED-BOUCLE-U"
DRX-HL-BED-INDUSTRI,crosssell,"DRX-HL-WA-PHOTOGRA,DRX-HL-TL-006"
DRX-HL-BED-RATTAN,related,"DRX-HL-BED-MINIMALI,DRX-HL-BED-PLATFORM,DRX-HL-BED-STORAGE"
DRX-HL-BED-RATTAN,upsell,"DRX-HL-BED-4-POSTER,DRX-HL-BED-003"
DRX-HL-BED-RATTAN,crosssell,"DRX-HL-TL-MARBLE,DRX-HL-WAR-INDUSTRI"
DRX-HL-BED-MINIMALI,related,"DRX-HL-BED-001,DRX-HL-BED-PLATFORM,DRX-HL-BED-STORAGE"
DRX-HL-BED-MINIMALI,upsell,"DRX-HL-BED-4-POSTER,DRX-HL-BED-TRUNDLE"
DRX-HL-BED-MINIMALI,crosssell,"DRX-HL-WA-004,DRX-HL-WAR-BOHEMIAN"
DRX-HL-BED-SLEIGH,related,"DRX-HL-BED-005,DRX-HL-BED-STORAGE,DRX-HL-BED-DAYBED"
DRX-HL-BED-SLEIGH,upsell,"DRX-HL-BED-TRUNDLE,DRX-HL-BED-BOUCLE-U"
